지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22101,2000-11-18,6.7,1028.1,44,4.9,13.3,1.4,.9,1.5,2.4,5.3,7
22101,2000-11-19,5.6,1022.9,53,8,13.2,.6,.4,.7,1.1,3,4
22101,2000-11-20,9.6,1014.7,68,6.7,13.1,1.8,1.1,2.3,3.7,3.9,6
22101,2000-11-21,8.4,1025.3,47,2.6,12.7,2.2,1.4,2.4,3.9,4.8,7
22101,2000-11-22,4,1026.1,38,4.8,12.4,.4,.3,.6,1,3.5,6
22101,2000-11-23,4.9,1022.9,52,10,12.3,.7,.4,.7,1.1,5.6,8
22101,2000-11-24,3,1021.2,67,11.5,12.3,.5,.3,.6,1,4.2,5
22101,2000-11-25,4.1,1018.6,67,11.2,12.3,.3,.2,.4,.6,3.3,4
22101,2000-11-26,8,1018.7,67,11.1,12.1,1.2,.7,1.4,2.3,3.3,5
22101,2000-11-27,6.7,1022.3,39,6.1,11.8,1.3,.8,1.4,2.3,4.3,5
22101,2000-11-28,5.2,1023.9,43,5.6,11.6,.6,.4,.6,1,3.5,4
22101,2000-11-29,4.6,1022.3,52,7.5,11.5,.5,.3,.6,1,3.4,6
22101,2000-11-30,4.7,1021.3,64,7.9,11.4,.7,.4,.7,1.1,4.2,5
22101,2000-12-01,3.7,1022.5,58,8.3,11.3,.3,.2,.3,.5,2.8,5
22101,2000-12-02,4.9,1020.9,53,9,11.4,.3,.2,.5,.8,2.6,5
22101,2000-12-03,7.6,1019.3,46,4.1,11,1.7,1.1,1.4,2.3,3.9,5
22101,2000-12-04,5.8,1016.1,49,5.5,11,1,.6,1.9,3.1,3.5,5
22101,2000-12-05,7.7,1017.9,59,4.7,10.8,2.3,1.4,2.4,3.9,6,8
22101,2000-12-06,3.1,1024.4,53,3.2,10.5,.6,.4,1,1.6,3.7,5
22101,2000-12-07,4.2,1023.8,60,7.5,10.5,.2,.1,.2,.3,2.8,5
22101,2000-12-08,3.7,1020.4,69,9.5,10.5,.2,.1,.2,.3,3,4
22101,2000-12-09,4.8,1017,74,9.9,10.4,.3,.2,.4,.6,3.2,4
22101,2000-12-10,8.8,1019.1,63,3.4,10.2,1.9,1.2,1.8,2.9,4.4,6
22101,2000-12-11,10.4,1029.4,53,-3,9.6,2.4,1.5,2.1,3.4,4.8,6
22101,2000-12-12,6.5,1024.9,57,-.1,9.1,1.2,.7,1.4,2.3,4.4,5
22101,2000-12-13,4.1,1019.9,62,4.5,9,1.3,.8,1.1,1.8,5.2,7
22101,2000-12-14,5.5,1019.6,58,8,8.9,1.1,.7,1.1,1.8,4.7,6
22101,2000-12-15,7.2,1018.5,77,8.9,9,2.2,1.3,1.8,2.9,6.4,8
22101,2000-12-16,6.3,1025.8,39,.8,8.6,1.5,.9,1.8,2.9,4.5,7
22101,2000-12-17,5,1023.8,48,2.5,8.5,.5,.3,.6,1,2.8,5
22101,2000-12-18,5.6,1016.5,61,6.2,8.4,.3,.2,.4,.6,2.6,5
22101,2000-12-19,6.4,1022.6,67,2.6,8.3,1.7,1.1,2.1,3.4,5,7
22101,2000-12-20,4.5,1019.1,73,3.4,8.2,.8,.5,1.3,2.1,3.9,6
22101,2000-12-21,5.8,1018.9,50,4.5,8.2,1.2,.7,1.1,1.8,5,7
22101,2000-12-22,8.8,1012.6,74,8.1,8.2,2.3,1.4,2,3.2,5.7,7
22101,2000-12-23,8,1013,64,4.6,8.1,2.3,1.4,2.4,3.9,5.7,7
22101,2000-12-24,3.8,1016.4,64,1.8,7.8,1.2,.8,1.3,2.1,4.8,6
22101,2000-12-25,11,1022.5,67,-3.1,7.6,2.5,1.6,2.1,3.4,4.8,6
22101,2000-12-26,6.8,1029.5,54,-4.7,7.1,1.5,1,1.4,2.3,4.3,5
22101,2000-12-27,3.7,1025.8,62,.1,6.8,.4,.2,.5,.8,3.5,6
22101,2000-12-28,6,1026.1,61,-.6,6.7,1.2,.8,1.4,2.3,4.2,6
22101,2000-12-29,3,1024.1,54,.7,6.6,.4,.2,.4,.6,3.7,5
22101,2000-12-30,5.9,1017,58,4.7,6.7,.7,.4,1.3,2.1,3.3,5
22101,2000-12-31,8.5,1019.1,64,-2.7,6.3,2.2,1.4,1.9,3.1,4.8,6
22101,2001-01-01,6.3,1013.3,69,.8,6.1,1.2,.8,1.9,3.1,4.3,8
22101,2001-01-02,7.1,1016.9,68,-1.7,6,2.4,1.5,2,3.2,6.3,9
22101,2001-01-03,4.3,1021.7,65,-5.1,5.6,1.2,.8,1.3,2.1,5.5,7
22101,2001-01-04,7.6,1026.4,59,-5.7,5.6,1.7,1.1,1.8,2.9,4.8,7
22101,2001-01-05,4.1,1030.1,59,-3.5,5.3,.5,.3,.7,1.1,3.3,5
22101,2001-01-06,5,1028,48,-.8,5.2,.4,.3,.5,.8,2.3,4
22101,2001-01-07,10.4,1013.8,82,2.1,5.4,1.5,.9,1.1,1.8,3.5,5
22101,2001-01-08,6.8,1018.9,76,3.2,5.3,.9,.5,1,1.6,4.7,9
22101,2001-01-09,8.2,1014.3,77,1.8,5.2,1.4,.9,1.8,2.9,3.9,8
22101,2001-01-10,6.2,1015.3,51,-2,4.9,1.2,.8,1.6,2.6,4.3,5
22101,2001-01-11,7.7,1016.1,60,-5,4.7,1.8,1.1,2.2,3.5,5.5,8
22101,2001-01-12,6,1021.1,59,-7.6,4.3,.9,.6,1,1.6,3.8,5
22101,2001-01-13,8.1,1019.3,67,-6.7,4.2,1.3,.8,1.6,2.6,3.6,6
22101,2001-01-14,9.7,1023.1,78,-9.7,3.9,2.5,1.5,2.3,3.7,4.9,7
22101,2001-01-15,8.6,1026.5,79,-9.8,3.5,2,1.3,1.7,2.7,4.6,8
22101,2001-01-16,6.2,1028,67,-8.3,3.3,1.4,.9,1.2,1.9,5,6
22101,2001-01-17,4.5,1027.3,65,-3.5,3.1,.7,.4,.6,1,4.3,5
22101,2001-01-18,2.7,1025.1,72,2.3,3.1,1.1,.7,.9,1.4,4.5,5
22101,2001-01-19,,1024.3,79,1.5,3.1,.3,.2,.3,.5,3.6,5
22101,2001-01-20,,1017.8,86,1.3,3.1,.6,.3,.8,1.3,3.7,5
22101,2001-01-21,2.5,1020.3,70,1.5,3.2,.7,.5,.7,1.1,4.3,6
22101,2001-01-22,6.2,1021.7,67,.2,3.1,.6,.4,.5,.8,3.5,5
22101,2001-01-23,6.9,1025.5,45,-1.4,3,1,.6,.9,1.4,3.4,4
22101,2001-01-24,5.2,1022.3,62,1.6,3,.4,.2,.3,.5,2.6,5
22101,2001-01-25,8.3,1016.3,61,1.4,3,.9,.6,.9,1.4,3.1,4
22101,2001-01-26,8.7,1013.3,57,2.7,3,.9,.6,.8,1.3,3,4
22101,2001-01-27,6,1013.6,82,1,3,.9,.6,1.2,1.9,5.2,8
22101,2001-01-28,8.6,1016.4,69,-.8,2.9,2.2,1.4,1.9,3.1,5.7,8
22101,2001-01-31,5,,,,,.9,.6,1.2,1.9,4.2,5
22101,2001-02-02,4.5,1020,66,-1.4,2.6,1.3,.8,1.5,2.4,4.6,7
22101,2001-02-03,4.7,1021.8,84,.6,2.7,.8,.5,.7,1.1,4.9,6
22101,2001-02-04,5.1,1023,78,1.7,2.8,.4,.3,1.2,1.9,3.6,7
22101,2001-02-05,6.6,1019.8,73,1.4,2.7,.5,.3,.6,1,2.5,4
22101,2001-02-06,7.2,1017.1,79,1,2.7,.9,.6,.7,1.1,3.3,4
22101,2001-02-07,9,1019.5,55,-2.2,2.7,1.9,1.2,1.4,2.3,4.4,6
22101,2001-02-08,5.5,1023.3,49,-2.7,2.4,1.1,.7,1.2,1.9,4.2,6
22101,2001-02-09,5.9,1022.3,63,1.8,2.5,1.2,.7,1.1,1.8,4.7,6
22101,2001-02-10,5.7,1025.7,43,-.4,2.4,.7,.4,.9,1.4,4.3,6
22101,2001-02-11,7.9,1030.9,39,-3.2,2.2,.9,.6,.9,1.4,3.3,5
22101,2001-02-12,6.4,1029.4,50,-4,2.1,.8,.5,.7,1.1,3.6,5
22101,2001-02-13,7.2,1023.4,41,-2.3,2.1,1.1,.7,1,1.6,3.5,4
22101,2001-02-14,4.1,1022.4,42,-2,2.1,.7,.4,.7,1.1,3.9,5
22101,2001-02-15,8.3,1016.5,80,1.4,2.1,2.1,1.3,2.3,3.7,5.3,8
22101,2001-02-16,6.3,1027.1,54,-3,2,2,1.2,1.8,2.9,4.7,8
22101,2001-02-17,5.9,1022.8,77,1.4,2.1,.7,.5,.6,1,3.9,5
22101,2001-02-18,4.7,1017.1,89,2.8,2.2,.9,.6,.8,1.3,4.3,5
22101,2001-02-19,2.9,1020.3,96,.8,2.2,.5,.3,.5,.8,4.2,6
22101,2001-02-20,1.6,1018.1,96,-.4,2.2,.3,.2,.5,.8,4.4,9
22101,2001-02-21,,1013.1,95,2.5,2.3,.2,.1,.1,.2,6.6,9
22101,2001-02-22,,,,,,,,.3,.5,,4
22101,2001-02-26,3.2,1027.8,69,1.9,2.4,.6,.4,.7,1.1,4.2,5
22101,2001-02-27,3.3,1020.2,88,2.3,2.3,.3,.2,.4,.6,3.2,5
22101,2001-02-28,5.6,1013.9,89,2.6,2.5,.8,.5,.7,1.1,3.4,4
22101,2001-03-01,3.6,1012.5,87,3.4,2.6,.6,.3,.5,.8,3.7,4
22101,2001-03-05,5.2,1014.2,65,3,2.7,1.7,1.1,2.1,3.4,5.3,7
22101,2001-03-06,7.5,,80,3.7,,1.7,1.1,1.4,2.3,5.1,6
22101,2001-03-11,4.5,,,,,.7,.5,.9,1.4,3.7,5
22101,2001-03-16,3.5,1016.6,64,3.2,2.9,.5,.3,.6,1,3.6,4
22101,2001-03-25,,,,,,,,1.7,2.7,,5
22101,2001-03-28,,,,,,.5,.3,.6,1,4.6,21
22101,2001-04-06,,,,15.8,2.6,,,1.6,2.6,,7
22101,2001-05-06,,,,,,,,.2,.3,,5
22101,2001-05-07,3.4,,83,,,,,1.1,1.8,,9
22101,2001-05-08,,,,,,,,.4,.6,,8
22101,2001-05-12,3.6,1015.7,83,14.6,10,.4,.2,.4,.6,2.9,4
22101,2001-05-13,3.2,,,,,.3,.2,.3,.5,3,4
22101,2001-05-18,,,,,,,,1.6,2.6,,6
22101,2001-05-19,,,,,,,,.8,1.3,,6
22101,2001-05-20,3.6,,,,,.8,.5,.6,1,4.5,5
22101,2001-05-21,2.6,1006.2,,16.8,11.4,.4,.3,.5,.8,4,5
22101,2001-05-23,3.1,,,,,.2,.1,.2,.3,6.8,8
22101,2001-05-24,,,,,,,,.1,.2,,7
22101,2001-05-26,2.2,1009.2,96,15.9,12.2,.3,.2,.3,.5,3.1,4
22101,2001-05-27,2.5,1008.6,96,16.2,12.4,.4,.3,.5,.8,3.5,5
22101,2001-05-28,4.7,,,,,.5,.3,.4,.6,3.4,4
22101,2001-05-29,4.6,1008,96,17.2,12.6,.8,.5,.7,1.1,4.3,5
22101,2001-05-30,,1006.9,,17.6,12.6,,,1.1,1.8,,5
22101,2001-06-01,4.5,1008.9,87,18.2,13,,.8,1.2,,4.7,6
22101,2001-06-02,1.6,1012.6,87,17.4,13.4,,.6,.9,,5.1,6
22101,2001-06-03,4.3,1010.4,87,17.4,13.4,,.4,.6,,4.3,5
22101,2001-06-04,3.7,1007.9,87,17.5,13.5,,.4,.6,,4.7,7
22101,2001-06-05,2.7,,,,,,.5,1.6,2.6,4.3,6
22101,2001-06-06,2.7,1005.1,87,18.1,13.8,,.3,.4,,3.4,4
22101,2001-06-07,2.7,1005.8,87,18.2,14,,.3,.4,,3.8,5
22101,2001-06-08,2.7,1009.2,87,17.8,14.2,,.2,.4,,3.6,7
22101,2001-06-09,1.9,1010.2,87,17.7,14.3,,.2,.3,,3.1,4
22101,2001-06-10,1.7,1007.2,87,18.5,14.4,,.2,.2,,2.8,4
22101,2001-06-11,2.8,1008.3,86,18.8,14.6,,.1,.2,,3,5
22101,2001-06-12,2.2,1006.8,87,18.7,14.6,,.3,.3,,3.7,4
22101,2001-06-13,1.7,1004,88,19.5,14.6,,.2,.2,,3.2,5
22101,2001-06-14,1.9,1005.3,89,19.9,14.8,,.1,.1,,4,8
22101,2001-06-15,2.9,1008,89,21,15.3,,.2,.3,,7.6,9
22101,2001-06-16,2.3,1010.4,90,19.8,15,,.4,.6,,6.3,9
22101,2001-06-17,3.2,1008.2,89,20.7,15.1,,.6,.8,,5.5,7
22101,2001-06-18,2.9,1002.5,89,21.1,15.1,,.5,.9,,5.6,7
22101,2001-06-19,3,999.6,90,20.9,15.5,,.2,.4,.5,5.3,7
22101,2001-06-20,1.8,1005.5,69,20.5,15.7,,.3,.4,,6,8
22101,2001-06-21,1.6,1006.7,50,21.9,15.9,,.3,.4,,7.6,9
22101,2001-06-22,3.2,1007.9,53,23.4,16,,.3,.5,,6.5,9
22101,2001-06-23,3.1,1010.9,85,23.7,16.1,,.4,.5,.8,4.5,8
22101,2001-06-24,2.8,1009.1,96,24.5,16,,.3,.5,,6.5,12
22101,2001-06-25,3.2,1007.5,93,25.2,16.3,.7,.4,.7,1.1,9.1,10
22101,2001-06-26,2.8,1005.1,96,25.2,16.3,.6,.4,.6,1,8,9
22101,2001-06-27,4.3,1005.5,95,26.7,16.3,.8,.5,.9,1.4,4.5,8
22101,2001-06-28,2.2,1004.6,95,27,16.5,.7,.4,.6,1,4.2,5
22101,2001-06-29,4.2,1001.3,96,27.4,16.5,.4,.2,.4,.6,3.2,4
22101,2001-06-30,5.9,999.8,94,26.6,16.7,1.7,1,1.7,2.7,5.3,7
22101,2001-07-01,3.8,1006.7,94,27.4,16.9,.7,.5,.6,1,4.6,8
22101,2001-07-02,5.8,1008.6,95,27.7,17,.9,.6,.7,1.1,3.9,5
22101,2001-07-03,4.9,1008.4,95,28.1,17.2,.8,.5,.7,1.1,4.7,6
22101,2001-07-04,6.8,1005.9,93,28.6,17.3,1.1,.7,1.1,1.8,5,7
22101,2001-07-05,5.2,1003.8,94,28.4,17.5,1.4,.9,1.1,1.8,6,7
22101,2001-07-06,2.2,1007.9,94,28.1,17.8,.7,.5,.8,1.3,6.6,12
22101,2001-07-07,2,1009.8,94,27.8,18.1,.7,.4,.6,1,8.9,10
22101,2001-07-08,1.7,1009.3,94,27.5,18.4,.6,.4,.5,.8,8.6,10
22101,2001-07-09,2.1,1008.1,93,24.4,18.7,.5,.3,.4,.6,7.4,9
22101,2001-07-10,3.9,1002.8,95,22.4,18.3,.9,.6,1,1.6,4.7,6
22101,2001-07-11,1.9,1000.5,97,23.2,18.5,.6,.4,.7,1.1,4.5,6
22101,2001-07-12,1.5,1000.9,96,23.1,18.9,.3,.2,.3,.5,5,7
22101,2001-07-13,2.2,1005.9,91,22.4,19.2,.5,.3,.4,.6,4.8,9
22101,2001-07-14,4.4,1006.6,89,22.8,18.9,.7,.5,1,1.6,7.3,9
22101,2001-07-15,3.2,1002.7,87,23.3,19,1.4,.9,2.1,3.4,6.6,8
22101,2001-07-16,2.1,1004.9,82,24.3,19.5,.4,.3,.4,.6,5,7
22101,2001-07-17,1.7,1006.6,80,24.9,19.8,.3,.2,.3,.5,4.5,7
22101,2001-07-18,1.7,1008.2,83,24.5,19.9,.2,.1,.1,.2,4.2,7
22101,2001-07-19,1.4,1007.2,82,24.2,20,.2,.1,.3,.5,4.5,7
22101,2001-07-20,2.8,1005.6,88,24.6,19.8,.4,.3,.4,.6,4.4,6
22101,2001-07-21,5.3,1006.3,,26,19.7,.6,.4,1,1.6,4.3,6
22101,2001-07-22,7,1006.9,95,25.3,19.9,1.6,1,1.5,2.4,6.3,8
22101,2001-07-23,3.8,1008.4,95,24.9,20,.9,.6,.9,1.4,5,6
22101,2001-07-24,2.4,1009.4,93,24.8,20.2,.6,.4,.5,.8,4.4,5
22101,2001-07-25,2.2,1009.7,88,25.2,20.5,.4,.3,.4,.6,4.2,5
22101,2001-07-26,3,1009.1,87,25.4,20.7,.7,.4,.6,1,4.8,6
22101,2001-07-27,2,1007.8,85,24.9,20.9,.5,.3,.4,.6,4.2,5
22101,2001-07-28,5.2,1005.5,88,25.7,20.8,.8,.5,1,1.6,4.1,6
22101,2001-07-29,5.5,1005.5,93,26.3,21,1.4,.9,1.3,2.1,5.6,7
22101,2001-07-30,4.3,1006.2,,26.9,21.2,.9,.6,.8,1.3,4.6,6
22101,2001-07-31,7.1,1004.8,,27.5,21.2,1.4,.9,1.3,2.1,5.9,10
22101,2001-08-01,4.3,1007.4,97,27.5,21.7,1.2,.8,1,1.6,7.5,9
22101,2001-08-02,4.5,1012,97,27.7,21.8,1.6,1,1.5,2.4,7.5,9
22101,2001-08-03,1.7,1017.4,91,27.2,22.3,.7,.5,.8,1.3,5,7
22101,2001-08-04,1,1015.6,97,24.9,22.6,.3,.2,.4,.6,4.5,6
22101,2001-08-05,2.7,1010.4,97,24.6,22.6,.3,.2,.5,.8,4.1,8
22101,2001-08-06,2.7,1005.4,97,25.1,22.7,.3,.2,.4,.6,3.9,5
22101,2001-08-07,2.6,1001.7,97,25.2,22.8,.6,.4,.8,1.3,5.2,8
22101,2001-08-08,4.7,1004.6,97,24.9,22.8,.9,.6,1.2,1.9,5.1,7
22101,2001-08-09,3,1008.9,97,25.1,23.1,1,.6,.8,1.3,4.3,6
22101,2001-08-10,1.4,1011.3,90,24.8,23.2,.4,.3,.5,.8,3.6,5
22101,2001-08-11,3.3,1013.1,97,25.1,23.1,.3,.2,.2,.3,2.5,4
22101,2001-08-12,5.4,1012.3,97,25.6,23.1,.4,.3,.5,.8,2.8,6
22101,2001-08-13,7.3,1010.1,97,24.5,22.9,.7,.5,.7,1.1,2.7,4
22101,2001-08-14,3,1011.6,97,25.9,23.5,.8,.5,.7,1.1,4.8,7
22101,2001-08-15,1.4,1013,93,25.7,23.7,.3,.2,.4,.6,3.6,4
22101,2001-08-16,2.5,1011.9,93,26,23.9,.2,.1,.2,.3,3.6,5
22101,2001-08-17,2.2,1010.5,89,25.8,23.9,.2,.1,.2,.3,4.5,7
22101,2001-08-18,3.6,1011.4,96,25.5,23.8,.2,.1,.2,.3,5,10
22101,2001-08-19,3.8,1010.9,95,25.6,23.9,.2,.1,.3,.5,4.9,10
22101,2001-08-20,2.4,1006.3,91,24.7,23.9,.2,.1,.2,.3,5.3,9
22101,2001-08-21,2.4,999.6,97,23.5,24,.3,.2,.4,.6,5.8,9
22101,2001-08-22,3,998,96,23.1,24.2,.6,.4,.7,1.1,4,5
22101,2001-08-23,3.8,1001.1,97,23,24.2,.7,.5,.7,1.1,4.1,5
22101,2001-08-24,2.4,1004.6,97,22.8,24.3,.4,.3,.4,.6,3.8,9
22101,2001-08-25,2.5,1007.9,97,22.8,24.2,.4,.2,.3,.5,4.2,9
22101,2001-08-26,2.7,1009.4,96,22.5,24.6,.4,.2,.4,.6,2.8,7
22101,2001-08-27,4.4,1010.7,97,22.5,24.5,.4,.3,.4,.6,3,6
22101,2001-08-28,4.2,1012.4,93,22.3,24.4,.4,.2,.4,.6,2.8,6
22101,2001-08-29,2.7,1011.7,97,22.1,24.4,.3,.2,.3,.5,3.2,8
22101,2001-08-30,3.2,1010.5,94,22,24.4,.3,.2,.3,.5,3.7,8
22101,2001-08-31,3.4,1010.1,95,22.3,24.5,.4,.2,.5,.8,2.4,4
22101,2001-09-02,3.3,1012.7,,22.2,24.4,.2,.1,.2,.3,,4
22101,2001-09-03,4,1014.2,95,22,24.3,.3,.2,.3,.5,3,8
22101,2001-09-04,2.9,1012.7,94,21.4,24.3,.3,.2,.3,.5,2.9,5
22101,2001-09-05,2.1,1008.9,93,21.2,24.2,.2,.1,.2,.3,3.2,5
22101,2001-09-06,2.8,1007.5,93,21,24.5,.3,.2,.3,.5,3.5,5
22101,2001-09-07,4.7,1010.3,91,20.8,24.3,.5,.3,.5,.8,4.1,6
22101,2001-09-08,5.2,1011.2,90,20.9,24.1,.5,.3,.5,.8,2.7,4
22101,2001-09-09,5.1,1009.1,85,20.8,24.1,.5,.3,.5,.8,2.6,4
22101,2001-09-10,7.4,1009.6,74,19.9,23.9,.9,.6,.9,1.4,3.2,4
22101,2001-09-11,7.5,1013.1,62,19.1,23.9,.9,.5,.8,1.3,3.1,4
22101,2001-09-12,6,1014.4,50,17.8,23.8,.6,.4,.7,1.1,2.9,4
22101,2001-09-13,4.5,1013.3,46,17.9,23.7,.5,.3,.5,.8,2.4,3
22101,2001-09-14,5.4,1013.2,42,17.8,23.6,.5,.3,.5,.8,2.5,4
22101,2001-09-15,3.3,1012.5,44,17.4,23.4,.4,.2,.3,.5,6.9,9
22101,2001-09-16,2.5,1011.3,53,18.2,23.6,.3,.2,.3,.5,7,9
22101,2001-09-17,3.5,1008.2,61,18.1,23.4,.4,.2,.4,.6,5.9,9
22101,2001-09-18,6.7,1011,39,17.5,23.3,1.3,.8,1.3,2.1,4.3,6
22101,2001-09-19,5.3,1014.1,47,16.5,23.1,.9,.6,.9,1.4,3.7,5
22101,2001-09-20,4.7,1016.3,51,17.4,22.6,.7,.4,.6,1,3.5,4
22101,2001-09-21,7.6,1021.5,51,16.4,22.5,1.1,.7,1.1,1.8,3.8,5
22101,2001-09-22,4.8,1023.7,44,14.1,22.1,.5,.3,.5,.8,3.4,8
22101,2001-09-23,4.4,1020.6,56,15.1,22.1,.5,.3,.5,.8,3,4
22101,2001-09-24,2.4,1016.3,54,15.4,22.1,.4,.3,.4,.6,3.7,10.4
22101,2001-09-25,4.4,1015.3,61,15.4,22.1,.7,.5,.9,1.4,3.1,4
22101,2001-09-26,3.4,1015.9,61,15.9,22.1,.5,.3,.7,1.1,3.3,5
22101,2001-09-27,4.8,1016.9,54,16.2,22,.8,.5,.9,1.4,4.1,10
22101,2001-09-28,4.3,1019.2,52,16.4,22,.7,.5,.8,1.3,5.3,10
22101,2001-09-29,6.1,1018.8,52,15.8,21.8,.7,.4,.8,1.3,5,9
22101,2001-09-30,5.9,1012.7,60,13.5,21.4,.8,.5,.9,1.4,3.5,9
22101,2001-10-01,4,1010.8,61,13.6,21.3,.5,.3,.7,1.1,3.6,8
22101,2001-10-02,2.5,1017.8,55,15,21.5,.7,.5,.8,1.3,4.7,6
22101,2001-10-03,4.4,1016.3,62,15.3,21.3,.3,.2,.5,.8,3.4,5
22101,2001-10-04,7.4,1014.1,58,13,21,1.7,1,1.8,2.9,4.9,8
22101,2001-10-05,3.2,1019.6,51,11.5,20.9,1.1,.7,1.3,2.1,4.9,9
22101,2001-10-06,2.5,1020.4,48,13.9,20.8,.4,.2,.5,.8,3.5,5
22101,2001-10-07,5,1019.5,49,14.5,20.7,.3,.2,.5,.8,2.7,6
22101,2001-10-08,5.8,1014.8,51,15.1,20.7,.5,.3,.5,.8,2.8,5
22101,2001-10-09,6.2,1008.5,68,13.2,20.3,.6,.4,.6,1,2.8,4
22101,2001-10-10,7,1006.8,63,12.8,20.2,1.7,1.1,1.5,2.4,4.7,6
22101,2001-10-11,6.5,1013.7,53,13.6,20.1,1.9,1.2,1.4,2.3,5.7,13
22101,2001-10-12,5.6,1017.3,46,13.5,20.1,1.4,.9,1.2,1.9,4.4,6
22101,2001-10-14,2.6,1017.6,55,14.6,20.1,.4,.2,.6,1,3.4,4
22101,2001-10-15,4.2,1020.1,62,14.1,19.8,.4,.2,.5,.8,3.4,7
22101,2001-10-16,6,1017.6,57,13.2,19.5,.9,.5,1.5,2.4,3.7,6
22101,2001-10-17,9.3,1016.5,35,9.5,19.5,1.9,1.2,2,3.2,4.4,6
22101,2001-10-27,2.3,1015,67,12.5,17.7,.1,.1,.2,.3,4.3,7
22101,2001-10-28,5.7,1011.2,60,13.1,18.7,.8,.5,.9,1.4,3.3,10
22101,2001-10-29,4.2,1017,56,12.2,18.6,.7,.5,.8,1.3,4.3,6
22101,2001-10-30,5.4,1018.3,61,12,18.6,.8,.5,.8,1.3,3.9,5
22101,2001-10-31,5.8,1017.8,54,11.6,18.4,.7,.5,1.1,1.8,3.2,4
22101,2001-11-01,7.5,1020.9,46,8,18.1,1.5,1,1.3,2.1,4.3,5
22101,2001-11-02,4.6,1021,43,7,17.8,.6,.4,.9,1.4,3.9,4
22101,2001-11-03,7.1,1019.8,42,8.4,17.6,.8,.5,1.2,1.9,3.1,5
22101,2001-11-04,3.4,1022.7,35,7.5,17.4,.7,.4,1.1,1.8,4.2,5
22101,2001-11-05,6.5,1018.4,54,8.1,17.2,1.5,.9,1.9,3.1,4.1,8
22101,2001-11-06,7.6,1025,49,3.7,16.6,2.1,1.3,2.4,3.9,4.9,7
22101,2001-11-07,2.2,1025.8,45,5.7,16.5,.6,.4,.7,1.1,3.8,5
22101,2001-11-08,3.2,1022.6,53,8.5,16.5,.5,.3,.5,.8,4,8
22101,2001-11-09,5.7,1021.6,57,8.6,16.3,1,.6,.8,1.3,3.3,4
22101,2001-11-10,3.8,1021.1,50,7.7,16.2,.6,.4,.6,1,3.5,4
22101,2001-11-11,3.9,1016.5,50,8.7,16.2,.6,.4,.5,.8,3.6,5
22101,2001-11-12,7.5,1019.1,41,5.4,15.9,1.6,1,1.3,2.1,4.2,5
22101,2001-11-13,6.3,1018.5,34,3.8,15.5,1.1,.7,1.1,1.8,3.7,4
22101,2001-11-14,5.8,1020,32,3.6,15.2,1.1,.7,1.1,1.8,3.8,4
22101,2001-11-15,4.8,1020.2,49,4.8,15.1,1,.6,.9,1.4,4.2,5
22101,2001-11-16,7.2,1020.8,51,7.1,14.8,1.6,1,1.4,2.3,4.8,7
22101,2001-11-17,6,1022.2,36,6.2,14.5,1,.6,1,1.6,4.3,6
22101,2001-11-18,3.6,1021.7,35,5.8,14.5,.4,.3,.5,.8,4,5
22101,2001-11-19,2.8,1022.1,49,7.3,14.4,.3,.2,.3,.5,3.6,7
22101,2001-11-20,1.9,1021.5,58,8.2,14.4,.2,.1,.2,.3,3.5,5
22101,2001-11-21,3.1,1021.6,70,7.6,14.4,.3,.2,.2,.3,2.7,4
22101,2001-11-22,1.6,1022,73,6.8,14.3,.2,.1,.2,.3,3.3,5
22101,2001-11-23,4.4,1019.6,74,8.1,14.3,.4,.3,.4,.6,2.8,4
22101,2001-11-24,7.8,1013.2,72,8.4,14.2,1.4,.9,1.6,2.6,4.3,5
22101,2001-11-25,8.7,1019,50,2.1,13.9,2.6,1.6,2.1,3.4,5.5,7
22101,2001-11-26,6.3,1022.4,43,-.7,13.6,1.2,.7,1.2,1.9,3.7,5
22101,2001-11-27,5.6,1022,52,1,13.4,1.5,1,1.5,2.4,4.9,7
22101,2001-11-28,5.9,1017.2,48,5.3,13.2,1.4,.9,1.4,2.3,5,7
22101,2001-11-29,6.8,1013,63,5.5,13,.9,.6,1.1,1.8,4,7
22101,2001-11-30,7.7,1019.7,41,.9,12.6,1.8,1.1,1.8,2.9,4.4,5
22101,2001-12-01,5.7,1019.4,60,2.3,12.3,.7,.4,.8,1.3,3.3,5
22101,2001-12-02,3,1023.8,56,-.3,12,.6,.4,.9,1.4,3.8,5
22101,2001-12-03,4.6,1021.7,44,1.1,11.8,.3,.2,.3,.5,2.8,4
22101,2001-12-04,6.9,1022.6,36,.7,11.6,1.3,.8,1.4,2.3,3.7,4
22101,2001-12-05,5.7,1022.5,40,.3,11.4,1.1,.7,1.1,1.8,3.6,4
22101,2001-12-06,5.1,,,,,1.1,.7,1.2,1.9,,7
22101,2001-12-07,3.9,1027.7,37,-1.5,10.8,.9,.5,.9,1.4,4.6,6
22101,2001-12-08,2.9,1029.3,32,.8,10.8,.4,.2,.6,1,2.9,4
22101,2001-12-09,6.1,1030.8,46,.9,10.7,1,.6,1.3,2.1,3,4
22101,2001-12-10,5.6,1029.1,43,.9,10.4,1.1,.7,1.1,1.8,3.6,7
