지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22104,1999-05-27,,,,,,,,.4,1.5,,7.5
22104,1999-05-28,,,,,,,,.3,1.1,,7.5
22104,1999-05-29,,,,,,,,.3,1,,7.5
22104,1999-05-30,,1014.6,,17.1,18.5,.5,.1,.2,.6,.9,1
22104,1999-05-31,,1014.9,,17.3,18.2,.4,.1,.1,.6,2.3,7.5
22104,1999-06-01,,1012.4,,17.8,18.3,.7,.2,.3,.9,3.4,7.5
22104,1999-06-02,,1008.6,,17.2,18.4,.8,.3,.5,1.5,3.3,7.5
22104,1999-06-03,,1008.2,,17.4,18.6,,,.4,1.4,,7.5
22104,1999-06-04,,,,,,,,.3,.9,,7.5
22104,1999-06-05,8.4,1015,83,19,19.1,,,,,,
22104,1999-06-06,3.5,,,,,.9,.3,.5,1.5,1,1.3
22104,1999-06-08,,1010.1,85,19.9,20.2,,,,,,
22104,1999-06-10,3.9,1013.3,85,19.4,20,,,,,1,1.1
22104,1999-06-11,2.3,1011.1,81,20.7,20.9,.7,.2,.3,.9,.9,1
22104,1999-06-15,3.5,1007.5,92,21.6,21.7,.5,.1,.4,1.2,2.7,7.5
22104,1999-06-16,6,1004,96,20.8,19.8,1.8,.6,1,2.6,5,7.5
22104,1999-06-17,9.5,1002.9,96,,18.7,3,1,1.3,4,1.8,7.5
22104,1999-06-18,3.8,1007.9,95,20.4,19.4,1.7,.6,.8,2.2,.6,.8
22104,1999-06-19,3.3,,,,,1,.3,.4,1.3,1.7,7.5
22104,1999-06-20,2.1,,,,,1,.3,.4,1.4,.8,1
22104,1999-06-21,,1011.8,96,20.9,20.8,,,,,,
22104,1999-06-22,,1011.2,93,20.5,20,,,,,,
22104,1999-06-23,8.2,,,,,1.9,.6,1.1,3.4,5,7.5
22104,1999-06-24,,1001.4,99,20.4,19.9,,,,,,
22104,1999-06-25,3.5,1005.8,97,20.2,19.9,,,,,.7,.9
22104,1999-06-26,4.2,,,,,1.3,.4,.6,1.8,.6,.9
22104,1999-06-27,2.6,,,,,1.3,.4,.5,1.9,.7,1.4
22104,1999-06-29,11.7,1001.9,94,20.1,20,,,,,2.8,7.5
22104,1999-07-01,,1009.6,94,20.6,20.3,,,,,,
22104,1999-07-02,5,1002.6,98,19.9,20.4,2.8,.9,1.1,4,.9,1
22104,1999-07-04,6.6,1010.8,86,20.5,21.3,1.7,.6,.7,2.3,1,7.5
22104,1999-07-05,8,1011.8,85,20.1,21,1.8,.6,.7,2.5,4.5,7.5
22104,1999-07-08,,1010.2,90,21,21.6,,,,,,
22104,1999-07-09,7.3,1007.6,93,21.1,21.5,1.6,.5,.7,2.4,6,7.5
22104,1999-07-10,10.7,1007.2,86,21.4,21.8,2.5,.8,1,3.6,2.9,7.5
22104,1999-07-11,11.3,1007.5,79,21,21.7,2.7,.9,1.1,3.4,3.8,7.5
22104,1999-07-12,10.1,1007.1,87,20.9,21.9,2.7,.9,1.1,3.3,4.1,7.5
22104,1999-07-15,,1003.2,91,21.7,22.4,,,,,,
22104,1999-07-17,4.6,1005.7,93,21.7,21.6,.8,.2,.3,1.1,1.1,7.5
22104,1999-07-18,1.9,1004.2,87,22.8,23.1,.5,.1,.2,.6,.7,1
22104,1999-07-20,8.1,1008.1,92,22.6,22.8,1.8,.6,.7,2.4,.8,1
22104,1999-07-21,6.4,1009.7,93,23.4,23.4,1.3,.4,.5,2,3.3,7.5
22104,1999-07-22,5.9,,,,,,,,,1,1.2
22104,1999-07-23,8.1,1006.2,95,23.2,22.9,1.9,.6,1.4,3.9,.8,1
22104,1999-07-24,5.9,1007.4,90,23.1,23.3,1.4,.4,1,3.1,1.3,7.5
22104,1999-07-25,2.2,1009.9,89,24.9,24.8,.7,.2,.3,.9,.9,1
22104,1999-07-26,6.7,1006.8,88,24.5,23.9,1.3,.4,.7,2,1,1.2
22104,1999-07-27,11.8,997,89,24,23,4.1,1.4,1.8,5.3,1,1.3
22104,1999-07-28,6,1003.6,93,23.6,23.2,2.2,.8,1.4,3.8,1,1.2
22104,1999-07-29,7.4,1006,96,23.3,22.9,2,.7,1.1,3.7,1.1,1.2
22104,1999-07-30,7,1009.5,95,23.4,22.7,2.4,.9,1.1,3.2,.8,1
22104,1999-07-31,4.8,1009.8,93,23.9,23.4,1.7,.5,.7,2.7,.8,1
22104,1999-08-01,2.6,1008,92,24.7,24.7,1,.3,.4,1.6,.9,1.2
22104,1999-08-02,3.3,1005.8,89,25.2,24.8,1.2,.4,.5,1.7,1.1,1.2
22104,1999-08-03,,1004.4,90,23.8,23.3,,,,,,
22104,1999-08-04,3.2,1010.2,96,21.9,22.7,1.8,.6,1.2,3.6,.7,1.1
22104,1999-08-05,6.7,1007.9,88,23.6,23.7,1.4,.4,.8,2.2,1.9,7.5
22104,1999-08-06,9.8,1002.5,89,24.1,23.6,2.8,.9,1.3,3.9,4.3,7.5
22104,1999-08-07,10.7,998.8,87,24.7,23.5,2.8,.9,1.2,3.4,4,7.5
22104,1999-08-08,4.8,1003.6,91,24.5,23.6,1.4,.4,.5,1.8,.9,1
22104,1999-08-09,5.3,,,,,1.2,.4,.4,1.5,1,1.1
22104,1999-08-10,3.8,1008.4,92,24.3,24.2,1.3,.4,.5,1.5,1,1
22104,1999-08-11,1.9,1007.7,92,24.7,25,.9,.3,.3,1.1,.9,1
22104,1999-08-12,6.3,1006.6,88,24.4,24.3,1.1,.4,.5,1.6,2.2,7.5
22104,1999-08-13,5.8,1007.9,83,24.1,24.2,1.6,.5,.8,2.5,1.8,7.5
22104,1999-08-14,6.8,1010.7,82,24.2,24.7,1.8,.6,.8,2.2,.8,1
22104,1999-08-15,5.9,1010.8,88,24,24.1,2.4,.8,1,2.9,.9,2.1
22104,1999-08-16,9.6,1008.8,84,24.3,25,2.4,.8,.9,3.1,3,7.5
22104,1999-08-17,7,1006,86,24.7,24.9,1.4,.5,.5,2.2,1.5,7.5
22104,1999-08-18,3.3,1007.5,89,25.1,25.5,1,.3,.4,1.3,1.3,7.5
22104,1999-08-20,3.5,1010.1,90,24.6,25.4,.9,.3,.4,1.2,1.2,7.5
22104,1999-08-21,7.8,1009.3,90,24.4,24.7,1.9,.7,1.1,3,1.2,7.5
22104,1999-08-22,5.7,1011.7,92,24.1,24.6,1.6,.5,.7,1.9,1,1.2
22104,1999-08-23,9.1,1013.2,83,23,24.4,,,,,.9,1.3
22104,1999-08-24,5.8,1015,77,23.2,24.2,1.9,.7,.9,2.7,1,1.2
22104,1999-08-25,3,1012.8,76,23.2,24.4,1,.3,.4,1.5,.9,1
22104,1999-08-26,7.3,1007.8,88,22.6,24,2,.7,1.1,3.5,1.5,7.5
22104,1999-08-27,4.2,1008.8,89,22.9,24,,,,,.8,1
22104,1999-08-28,4,1011.5,84,23.5,24.5,,,,,.7,1
22104,1999-08-29,1.5,1011.9,85,23.6,24.8,1.1,.3,.5,1.6,.8,7.5
22104,1999-08-30,4.6,1009.1,94,23.3,24.5,1.3,.4,.6,2,1.6,7.5
22104,1999-08-31,7.3,1007.6,91,23.3,23.3,3.4,1.2,1.8,4.6,1.2,7.5
22104,1999-09-01,5.2,1013.8,88,23,23.8,2,.6,1,2.8,.9,7.5
22104,1999-09-03,7.8,1019.4,83,23.2,23.6,1.8,.6,.8,2.3,5.5,7.5
22104,1999-09-05,,,,,,,,.5,1.4,,1
22104,1999-09-10,,1002.2,93,24.4,24,,,,,,
22104,1999-09-11,4.2,1004.2,92,23.6,24,1.5,.5,.6,2,2.2,7.5
22104,1999-09-12,3.1,1008.4,86,24.8,25.3,1.1,.3,.4,1.3,3.5,7.5
22104,1999-09-13,2.9,1009.5,90,24.4,25.1,1.1,.3,.5,1.4,1.6,7.5
22104,1999-09-14,6.4,1006.2,87,24.5,24.9,1.3,.4,.8,2.5,2.4,7.5
22104,1999-09-15,,1009.8,79,24.2,24.7,,,,,,
22104,1999-09-16,11.5,1013.7,79,24.1,24.6,3.5,1.2,1.4,4.9,.8,1.1
22104,1999-09-17,13.2,1014.2,87,21.7,23.9,,,,,,
22104,1999-09-18,,1013.9,89,23.5,24.5,,,,,,
22104,1999-09-19,6.2,1011.5,92,25.2,25.2,1.9,.6,1,2.9,.6,.9
22104,1999-09-20,,1008.7,90,24.9,25.8,,,,,,
22104,1999-09-21,15.4,1010.2,,22.7,25.1,5.2,1.9,2.4,6.5,1,1.2
22104,1999-09-22,13.6,1010.3,,22,24.6,4,1.4,2.4,6.2,1,1
22104,1999-09-23,,1008.2,,21.9,24.5,,,,,,
22104,1999-09-24,8.2,1002.3,,22.3,24.3,2.4,.8,1.3,3.9,1.1,1.4
22104,1999-09-25,3.6,1014.7,,22.4,23.1,1.6,.5,.8,2.2,.9,1.2
22104,1999-09-26,6.1,1020.2,,21.9,23.4,1,.3,.4,1.4,.9,1.1
22104,1999-09-28,,1019.9,,21.7,23.3,,,,,,
22104,1999-09-29,3.9,1017.3,77,22,24.7,.6,.1,.2,1,2.8,7.5
22104,1999-09-30,7.8,1018.1,72,22.3,24.4,1.4,.4,.9,2.7,4.1,7.5
22104,1999-10-01,6.8,,,,,1.6,.5,.6,2.2,2.8,7.5
22104,1999-10-02,8.1,1013.1,77,21.3,25,1.1,.3,.6,2.1,3.9,7.5
22104,1999-10-03,8.9,1020.6,58,17.6,24.7,1.6,.4,.9,2.5,1.8,7.5
22104,1999-10-04,6.5,,,,,1.5,.4,.8,2.1,1,1.3
22104,1999-10-05,3.7,1019.8,63,19.6,24.2,1.6,.4,.7,2.3,1,1.1
22104,1999-10-06,5.7,1017.2,71,18.4,23.9,.9,.3,.4,1.2,1,1.1
22104,1999-10-08,5.1,1016.1,56,20.2,23.9,.9,.3,.4,1.3,1,1.1
22104,1999-10-09,7.2,1020.7,64,20.4,24.7,.9,.2,.6,1.6,1.6,7.5
22104,1999-10-10,7.3,1017.8,72,21.8,24.5,1.1,.3,1,2.7,1.5,7.5
22104,1999-10-11,8,1013.9,87,,23.7,2.8,.9,1.3,4.2,1,1.1
22104,1999-10-13,5,1018.5,81,20.5,23.9,1.4,.4,.7,1.9,1.3,7.5
22104,1999-10-14,7,1018.9,72,20.3,23.6,1.4,.4,.7,2.2,3,7.5
22104,1999-10-15,6.7,1017.9,75,18.1,23.1,1.8,.6,1,2.7,1,1.1
22104,1999-10-16,9.8,1022.3,42,13.4,22.1,.2,0,.3,1.2,4.4,7.5
22104,1999-10-17,6.9,1024.2,49,12,21.9,.1,0,0,.1,4.8,7.5
22104,1999-10-18,5,1024.5,57,15.4,22.4,.2,0,.3,1.2,4.9,7.5
22104,1999-10-19,,1020.7,59,16.9,22.2,,,,,,
22104,1999-10-20,4.7,1019.1,56,17,21.7,.1,0,0,.1,5.7,7.5
22104,1999-10-21,4,1020.5,62,17.5,21.7,.1,0,0,.1,5,7.5
22104,1999-10-22,3.5,1020.3,61,18,21.3,.1,0,.1,.7,4.3,7.5
22104,1999-10-23,10.6,1022.5,64,16.5,20.6,.1,0,.1,.1,4.7,7.5
22104,1999-10-24,8.4,1021.7,66,15.9,20.4,.1,0,.1,.1,4.6,7.5
22104,1999-10-26,6.2,1017.4,77,17.6,20,.1,0,.1,.1,4.9,7.5
22104,1999-10-27,3.3,1013.6,69,18.7,20.1,.1,0,0,.1,5.5,7.5
22104,1999-10-28,5.4,1015.3,77,17.6,19.9,.1,0,.1,.1,6.3,7.5
22104,1999-10-29,7.5,1016.8,61,17.1,20,.1,0,.1,.1,5.2,7.5
22104,1999-10-31,,1015.4,70,16.2,19.7,,,,,,
22104,1999-11-01,8.8,1012.6,70,14.6,19.2,.1,0,0,.1,4.4,7.5
22104,1999-11-02,7.4,1021.7,48,13.1,18.6,.1,0,.1,.1,3.7,7.5
22104,1999-11-03,4.5,1024.3,54,13.2,18.7,.1,0,0,.1,6.6,7.5
22104,1999-11-04,5.9,1025.6,47,,19.9,.1,0,.1,.1,6.1,7.5
22104,1999-11-05,4,,,,,.1,0,0,.1,5.2,7.5
22104,1999-11-06,4.9,1023.2,65,16.9,19.8,.1,0,0,.1,4.7,7.5
22104,1999-11-07,4.7,1017.8,70,16.6,19.5,.1,0,0,.1,5.1,7.5
22104,1999-11-08,7.2,1014.3,67,16.3,19.4,.1,0,0,.1,3.8,7.5
22104,1999-11-09,10.6,1020.3,60,14.4,18.5,.1,0,.1,.1,4.1,7.5
22104,1999-11-10,6.4,1021.9,62,14.4,18.5,.1,0,0,.1,4.6,7.5
22104,1999-11-11,3.7,1016.1,75,15.1,18.5,.1,0,.1,.1,5.6,7.5
22104,1999-11-12,7,1012.9,69,16,19.1,.1,0,0,.1,3.4,7.5
22104,1999-11-13,7.2,,,,,.1,0,.1,.1,4.3,7.5
22104,1999-11-14,7.1,1020.8,72,16.1,18.4,.1,0,0,.1,4.3,7.5
22104,1999-11-15,7.4,,,,,.1,0,0,.1,4.9,7.5
22104,1999-11-16,6.2,,,,,.1,0,0,.1,4.2,7.5
22104,1999-11-17,4.8,1025.4,56,9.9,17.1,.1,0,0,.1,4.7,7.5
22104,1999-11-18,3.6,1023.4,53,11,17.8,.1,0,0,.1,6.1,7.5
22104,1999-11-19,3.1,1022.9,55,11.6,17.1,.4,.1,.3,1,3.4,7.5
22104,1999-11-20,3.7,1021.7,61,13,16.5,.6,.2,.2,.8,1.3,7.5
22104,1999-11-21,4.2,1023.9,55,12.5,16.3,.7,.2,.3,1,1.4,7.5
22104,1999-11-22,2.8,1023.6,58,13.5,16.5,.5,.1,.2,.6,1.6,7.5
22104,1999-11-23,5,1021.5,60,15.2,19.1,.6,.2,.3,.8,.9,1.2
22104,1999-11-24,6,1015.4,59,15.6,19.8,.7,.2,.3,.8,1.4,7.5
22104,1999-11-25,6.5,1013,54,13.2,18.3,1.3,.4,.6,2,2.1,7.5
22104,1999-11-26,6.9,1022.8,45,5.1,16.1,2.1,.7,1,2.7,1,1.3
22104,1999-11-27,5.1,1023.7,56,5.8,16.9,1.6,.5,.7,2.3,1.1,1.2
22104,1999-11-28,6.6,1025.2,56,5.6,16,1.2,.4,.5,1.7,1,1.1
22104,1999-11-29,4.6,1027.3,56,6.4,17.2,1.1,.4,.5,1.5,1,1.1
22104,1999-11-30,4.1,1029.7,46,9,17,.8,.3,.5,1.3,.9,1
22104,1999-12-01,5.8,1029.5,60,9.6,16.2,.9,.3,.4,1.1,1,1.3
22104,1999-12-02,7.7,1031.2,50,10.5,17.1,1.4,.4,.6,1.8,3.2,7.5
22104,1999-12-03,5.2,1034.1,54,11.4,19.1,1.5,.5,.7,2,1.1,7.5
22104,1999-12-04,6.1,,,,,1.3,.4,.6,1.8,.9,1
22104,1999-12-05,5.7,1021.5,59,10.4,18.1,1,.3,.4,1.5,1,1.1
22104,1999-12-06,8.7,1022.5,54,6.4,17,1.9,.6,.8,2.4,1.2,7.5
22104,1999-12-07,7.3,1029.2,42,6.4,16.4,1.9,.7,.9,2.6,1.7,9
22104,1999-12-08,6.4,1025.3,57,9.2,16.8,1.4,.4,.6,2.2,.9,1.1
22104,1999-12-09,6.4,1020.3,53,11.7,16.9,1.4,.5,.6,2.3,1.5,7.5
22104,1999-12-10,7.9,1018.3,51,11.1,16.1,1.6,.5,.9,2.5,1.9,7.5
22104,1999-12-11,7.4,1024.6,34,7,15.5,1.4,.4,.7,2.1,2.3,7.5
22104,1999-12-12,7.1,1024.4,38,6.1,15,1.4,.5,.7,2.1,.9,1
22104,1999-12-13,5.9,1021,54,8.7,17.2,1,.4,.4,1.3,1,1.2
22104,1999-12-14,6.9,1022,52,6.5,17.5,1.4,.4,.6,1.9,1,1.1
22104,1999-12-15,5,1024,49,8.2,17.5,1,.3,.4,1.2,1.2,7.5
22104,1999-12-16,5.8,1023.9,55,10.4,17.2,1.1,.3,.5,1.6,2.1,7.5
22104,1999-12-17,7.7,1023.9,49,6.2,16.2,1.3,.4,.6,1.7,2.9,7.5
22104,1999-12-18,9,1027.4,46,2.2,15.9,1.9,.7,.7,2.4,.9,1
22104,1999-12-19,7.1,1026.4,50,.9,15.5,1.8,.6,.8,2.2,1,1
22104,1999-12-20,8.1,1026.3,54,-.4,15.3,1.8,.6,.8,2.5,.9,1
22104,1999-12-21,8.2,1025.6,48,1.1,15.1,1.9,.6,.9,3.3,1,1.3
22104,1999-12-22,10.6,1024.7,52,2,14.9,2.5,.9,1.1,3.1,1.1,1.3
22104,1999-12-23,6.1,1024.6,57,4.1,14.9,1.4,.4,.6,1.8,.9,1
22104,1999-12-24,9.2,1016.8,56,6.6,15.5,1.6,.6,.9,2.4,.9,1.3
22104,1999-12-25,6.7,1020.5,56,3.9,15.6,1.4,.5,.6,1.9,.9,1.1
22104,1999-12-26,5.7,1027.5,50,3.8,15.5,2.2,.7,.9,3,1.1,1.2
22104,1999-12-27,,1029.8,56,7.4,15.4,,,,,,
22104,1999-12-28,,1023.3,62,10.6,15.9,,,,,,
22104,1999-12-29,4.7,1020.4,54,8.7,14.9,1,.3,.4,1.6,1.9,7.5
22104,1999-12-30,5.7,1021.9,55,8.8,15.1,.9,.3,.4,1.3,1.3,7.5
22104,1999-12-31,5.6,1024.2,61,9.9,14.3,,,,,1.5,8
22104,2000-01-01,9.5,1023.4,71,11.2,14.9,2.4,.8,1.4,4.7,1.1,3.3
22104,2000-01-02,6.5,1016.1,64,10.8,15.4,1.9,.7,1.2,3.5,.6,1
22104,2000-01-03,4.4,1020.1,48,6.7,15,.9,.3,.5,1.5,1.5,7.5
22104,2000-01-04,4.9,1023.4,53,8.4,16.7,1.6,.5,.9,2.5,1,1.2
22104,2000-01-05,7.7,1018.8,76,11.3,16.3,,,,,,
22104,2000-01-06,6.8,1013.2,78,11.8,15.8,1.9,.7,.9,2.3,1.2,9.5
22104,2000-01-07,4.9,1021.7,52,2.4,14.6,1.6,.5,.7,2.1,1.2,8
22104,2000-01-08,4.2,1023.5,57,3.3,14,1.1,.4,.4,1.6,1,1.2
22104,2000-01-09,6.2,1020.4,75,5.3,14.8,.9,.3,.5,1.6,1.1,1.6
22104,2000-01-10,6.7,1022,61,7,14.9,1,.3,.4,1.4,1.4,7.5
22104,2000-01-11,10.1,1024.4,64,7.7,15.5,2.3,.8,1.4,4.1,2.7,7.5
22104,2000-01-12,10.1,1016.6,79,10.3,16,3.6,1.3,1.7,4.6,.9,1.1
22104,2000-01-13,7.4,,,,,,,,,.9,1.1
22104,2000-01-14,6.9,1020.1,64,4.1,14.6,1.6,.5,.7,2.1,1,1.1
22104,2000-01-15,8.1,1022.6,68,6.1,14.5,2.2,.8,.9,2.9,1,1
22104,2000-01-16,6.8,1019.5,67,8.3,14.9,2,.7,.8,2.5,1,1.1
22104,2000-01-17,8.1,1017.1,65,7.3,15.7,2.7,1,2.1,5.6,.9,1
22104,2000-01-18,8.5,1017.3,57,6.7,15.1,2.7,1,1.6,4.8,.8,1
22104,2000-01-20,8.4,1029.8,48,-1.4,13.1,1.5,.5,.7,2.2,1,1.1
22104,2000-01-21,7.4,1036.3,46,-.3,13,2,.7,.9,2.8,1,1.2
22104,2000-01-22,4.9,,,,,2.6,.9,1.1,3.1,1.1,1.2
22104,2000-01-23,4.7,1021.9,78,9,14.2,1.8,.6,.7,2.2,1,1.1
22104,2000-01-24,7.3,1025.2,57,6.2,14.5,1.3,.4,.6,1.7,1.5,7.5
22104,2000-01-25,10.7,1025,45,2.7,14,2.4,.8,1.1,3.4,1,1.1
22104,2000-01-26,9.5,1026.5,55,-1,13.8,2,.7,1,2.9,1.1,3.8
22104,2000-01-27,7.8,1028.8,55,.8,14.3,2.6,.9,1.1,3.6,1.3,9.5
22104,2000-01-28,3.8,1031.9,47,3.5,14.4,1.3,.4,.7,2.4,1.3,9
22104,2000-01-29,6.7,1030.9,59,5.4,14.2,1.1,.4,.6,1.9,2.3,7.5
22104,2000-01-30,7.5,1030.9,52,3.1,14.2,1.4,.4,.6,2,3.2,7.5
22104,2000-01-31,8.7,1034,47,-.8,14,1.6,.5,.7,2,1.8,9
22104,2000-02-01,5.4,1030.4,45,1.3,14.1,1.8,.6,.8,2.2,1.2,7.5
22104,2000-02-02,6.1,1028.8,51,1.8,14.2,1.3,.4,.7,2.1,1.3,9
22104,2000-02-03,6.6,1026,52,3.2,14.3,1,.3,.5,1.6,1.8,7.5
22104,2000-02-04,5,1029,56,4.1,14.3,1,.3,.4,1.4,1.5,7.5
22104,2000-02-05,4.3,1023.6,68,7.8,14.2,.9,.3,.4,1.2,1.8,9
22104,2000-02-06,6.3,1017.4,60,6.3,13.5,1.1,.3,.5,1.8,1.6,7.5
22104,2000-02-07,6.1,1014.3,56,4.6,13.2,1.1,.4,.6,1.9,2.2,7.5
22104,2000-02-08,11,1014.9,48,-.8,12.4,2,.7,.9,2.7,1.2,7.5
22104,2000-02-11,5.4,1018.6,52,5.6,13.8,1.1,.4,.5,1.5,.9,1
22104,2000-02-12,5.3,1017.9,51,6.5,13.4,.9,.3,.3,1.3,2.1,9
22104,2000-02-13,4.2,1017.6,54,8.1,14.2,.9,.3,.4,1.3,2,7.5
22104,2000-02-14,8,1012.4,43,6.6,14.3,1.5,.5,.9,2.8,3.3,8
22104,2000-02-15,10.4,1016.1,47,.7,13.4,2,.6,.7,2.4,1.7,7.5
22104,2000-02-16,7.8,1020,47,.4,13.1,1.7,.6,.7,2,1,1.1
22104,2000-02-17,,1024.1,40,2.2,12.9,,,,,,
22104,2000-02-18,3.8,1024.1,43,3.7,12.9,1.3,.4,.5,1.6,.9,1
22104,2000-02-19,4.2,1015.1,60,7,12.6,1.2,.4,.5,1.4,.9,1
22104,2000-02-20,,1011.7,46,6.3,12.8,,,,,,
22104,2000-02-21,8.3,,,,,1.6,.6,.7,2.2,1.6,7.5
22104,2000-02-23,,,,,,,,.4,1.3,,1
22104,2000-02-24,7.8,1023.9,38,3.2,11.9,1.5,.5,.6,2,.9,1
22104,2000-02-25,4.9,1023.3,39,1.8,11.8,1.7,.5,.8,2.5,.9,1
22104,2000-02-26,6.4,1017.7,48,4.1,12.2,1.3,.4,.5,1.8,.9,1.1
22104,2000-02-27,7.8,1023.1,45,4.6,12.3,1.4,.5,.7,1.9,1.4,7.5
22104,2000-02-28,7.9,1023.9,37,5.1,12.5,1.7,.6,.7,2.3,.9,2.2
22104,2000-02-29,5.6,1028.4,39,3,12.5,2,.6,.9,3,.9,1
22104,2000-03-01,5.2,1027.6,48,6.1,12.4,1.3,.4,.5,1.6,1,1.2
22104,2000-03-02,4.2,1026,52,9.3,13.4,.8,.2,.4,1.3,1,7.5
22104,2000-03-03,3,,,,,.6,.2,.2,.8,2.9,7.5
22104,2000-03-04,4.3,1015,84,9.8,13.8,1,.3,.5,1.8,1.2,8.5
22104,2000-03-05,5.7,1014.8,56,10,13.4,1.2,.4,.5,1.8,.9,1.1
22104,2000-03-06,6.3,1014.4,53,9.4,13.2,1.4,.4,.6,1.9,1.8,7.5
22104,2000-03-07,8.4,1017.8,38,4.1,12.2,1.4,.5,.6,2,1.5,7.5
22104,2000-03-08,7.9,1020.5,44,3,11.5,1.4,.5,.7,2,.9,1.1
22104,2000-03-09,7.1,1026.4,39,3.9,11.9,1.4,.5,.5,1.8,1,1.1
22104,2000-03-10,6.2,1026.5,48,6.1,12.8,1.3,.4,.6,2,.9,1.1
22104,2000-03-11,2.7,1017.1,49,9.1,13.6,.7,.2,.3,.9,1,1
22104,2000-03-12,5.4,1014.4,56,9.3,13.9,1.2,.4,.5,1.8,1.1,8
22104,2000-03-13,5.6,1020.6,40,9.5,13.5,1,.3,.9,1.2,.9,1.1
22104,2000-03-14,5,,,,,1,.3,.4,1.3,1.2,9
22104,2000-03-15,4.2,1015.5,69,9.7,13.8,.9,.3,.6,2,1.5,7.5
22104,2000-03-16,8.9,1007.1,63,8.3,13.8,2.1,.6,.8,2.8,1.7,7.5
22104,2000-03-17,4.9,1019.2,47,8.5,13.4,1.7,.5,.7,2.3,1.4,14.5
22104,2000-03-18,5.4,1019.5,58,11.2,13.5,.9,.3,.5,1.3,.8,1
22104,2000-03-19,6.8,1013.8,66,11.1,13.5,1.5,.5,1.2,3.3,2.3,7.5
22104,2000-03-20,6,1021.4,60,8.1,13.2,1.8,.6,1.1,2.9,1.2,9
22104,2000-03-21,3.4,1019.1,66,9.7,13.3,1.1,.3,.5,1.8,1.2,8
22104,2000-03-22,10.7,1023.6,63,9.4,12.9,2.7,.9,1.2,3.4,3.7,12.8
22104,2000-03-23,5.5,1014,72,8.6,13.3,1.3,.4,.6,2.1,.7,1
22104,2000-03-24,9.5,1014.9,36,7.8,13.5,1.8,.5,.8,2.3,2.4,7.5
22104,2000-03-25,9.6,1019.6,45,7.8,13.3,2,.7,1.2,3.2,1.4,7.5
22104,2000-03-26,7.8,1017,68,10.2,13.1,1.7,.6,.7,2.3,1,1.1
22104,2000-03-27,7.5,1013.8,81,12.5,13.7,1.8,.6,.9,2.2,1.2,1.4
22104,2000-03-28,9.6,1003,76,11.7,14.2,2.7,.9,1.4,3.8,1.1,1.4
22104,2000-03-29,7.1,1010.4,51,9.5,13.4,2.5,.8,1.1,3.3,.9,1
22104,2000-03-30,7.8,1013.3,53,9.7,13.3,2,.7,1,2.9,1.5,12.8
22104,2000-04-01,5.3,1019.7,43,11.4,13.9,1.6,.6,1.1,3.1,1.3,7.5
22104,2000-04-02,8.8,1020.2,63,12.2,13.6,1.9,.6,1.1,3.3,1.8,7.5
22104,2000-04-03,7.4,1019.3,74,12.1,13.6,1.7,.6,.7,2.2,1.3,9
22104,2000-04-04,6.4,1016.7,81,11.9,13.2,1.4,.5,.7,2,1.7,7.5
22104,2000-04-05,6.8,1011.1,63,12,13.4,1.1,.3,.7,2.5,2.6,9.5
22104,2000-04-06,6.5,1019.5,49,9.2,13.3,1.2,.4,.6,1.9,3.7,7.5
22104,2000-04-07,9.3,1018.1,64,10.8,13.1,1.7,.5,.7,2.5,5,7.5
22104,2000-04-08,5.6,1022.9,44,10.4,13.1,1,.3,.6,1.8,1.7,9.5
22104,2000-04-09,2.5,1017.9,76,11.8,13.6,.8,.2,.3,1.2,1.3,7.5
22104,2000-04-10,7.8,1009.7,61,10.8,13,1.9,.6,1,3,2,7.5
22104,2000-04-11,9,1014.2,55,9.6,12.6,2,.7,1.2,3.2,1.7,7.5
22104,2000-04-12,9.6,1008.8,70,10.9,12.6,1.9,.6,.8,2.2,2.9,7.5
22104,2000-04-13,8.2,1008.9,87,11.8,12.7,1.4,.4,.6,2,2.7,7.5
22104,2000-04-14,5.6,1011.3,82,11.7,12.4,1.4,.5,.5,1.8,1,2.1
22104,2000-04-18,3.8,1018,83,12.3,12.8,.9,.3,.4,1.4,3.5,7.5
22104,2000-04-19,6.2,1009.2,91,12.8,12.1,1.7,.6,.8,2.7,4.5,7.5
22104,2000-04-20,6.6,1012.6,82,12,13.2,2.5,.9,1.1,3.3,1.5,14.5
22104,2000-04-21,5.3,1008.4,85,12.3,14.6,1.3,.4,.6,1.9,1.9,7.5
22104,2000-04-22,8.4,1005.5,78,12.5,13.7,1.7,.6,1,2.9,4.2,7.5
22104,2000-04-23,8.7,1007,51,12.3,13,1.8,.6,.8,2.3,2.3,7.5
22104,2000-04-24,7.4,1011.4,52,11.7,12.7,1.2,.4,.6,1.6,2.4,7.5
22104,2000-04-25,3.7,1010.4,85,12.1,13,.8,.2,.4,1.3,1.2,7.5
22104,2000-04-26,4.5,1001.4,87,12.2,13,1.3,.4,.8,1.8,1.6,9
22104,2000-04-27,6.4,1006.3,78,11.5,12.8,1.9,.6,.9,2.5,1.2,7.5
22104,2000-04-28,4.5,1014.5,78,11.7,13.4,2.4,.8,1.2,3.1,1,1.1
